"No.","E-Document No.","Contract No.","Creation Date","Status","Select Type","Type code","Effective Date","Expire Date","Receive Date","Send Form Type","Filing No.","Over due flag","No. of Duplicated Contract","Referred E-Document No.","Referred Contract No.","Referred Creation Date","Duty Amount OS4","Inst Amount","Action Type","Stamp Duty Amount","Duplicated Stamp Duty Amount","Total Paid Amount","Estimated Surcharge Amount","Estimated Fine Amount","Actual Surcharge Amount","Actual Fine Amount","Total Amount","Payer TaxID","Contractparty Tax ID","Contractparty First Name","Contractparty Last Name","buildingName","roomNo","floorNo","villageName","buildingNumber","moo","soiName","junctionName","streetName","citySubDivisionName","Distinct","Province","Postcode","Country Id","Email","Product Code","Credit Type","Schedule Submit Date","Submit Date","User ID","Batch ID","Form Submit No.","SD Payment Code","Reference 1","Reference 2","Payment Due Date","Receipt No","Receipt Date"
"158","005TC5_DEV_2606-Submitted-220240601","TC5_DEV_2606-Submitted-2","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","8800.00","","5.00","0.00","5.00","0.00","0.00","0.00","0.00","5.00","0105556078229","01*****73","ปั**","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491769","","0105556078229","111307178740182","2024-07-11","",""
"159","005TC5_DEV_2606-Submitted-2020240601","TC5_DEV_2606-Submitted-20","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1380800.00","","691.00","0.00","691.00","0.00","0.00","0.00","0.00","691.00","0105556078229","01*****73","ปั*****20","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491787","","0105556078229","111307178740182","2024-07-11","",""
"160","005TC5_DEV_2606-Submitted-2120240601","TC5_DEV_2606-Submitted-21","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1458000.00","","729.00","0.00","729.00","0.00","0.00","0.00","0.00","729.00","0105556078229","01*****73","ปั*****21","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491788","","0105556078229","111307178740182","2024-07-11","",""
"161","005TC5_DEV_2606-Submitted-2220240601","TC5_DEV_2606-Submitted-22","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1535200.00","","768.00","0.00","768.00","0.00","0.00","0.00","0.00","768.00","0105556078229","01*****73","ปั*****22","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491789","","0105556078229","111307178740182","2024-07-11","",""
"162","005TC5_DEV_2606-Submitted-2320240601","TC5_DEV_2606-Submitted-23","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1612400.00","","807.00","0.00","807.00","0.00","0.00","0.00","0.00","807.00","0105556078229","01*****73","ปั*****23","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491790","","0105556078229","111307178740182","2024-07-11","",""
"163","005TC5_DEV_2606-Submitted-2420240601","TC5_DEV_2606-Submitted-24","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1689600.00","","845.00","0.00","845.00","0.00","0.00","0.00","0.00","845.00","0105556078229","01*****73","ปั*****24","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491791","","0105556078229","111307178740182","2024-07-11","",""
"164","005TC5_DEV_2606-Submitted-2520240601","TC5_DEV_2606-Submitted-25","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1766800.00","","884.00","0.00","884.00","0.00","0.00","0.00","0.00","884.00","0105556078229","01*****73","ปั*****25","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491792","","0105556078229","111307178740182","2024-07-11","",""
"165","005TC5_DEV_2606-Submitted-2620240601","TC5_DEV_2606-Submitted-26","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1844000.00","","922.00","0.00","922.00","0.00","0.00","0.00","0.00","922.00","0105556078229","01*****73","ปั*****26","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491793","","0105556078229","111307178740182","2024-07-11","",""
"166","005TC5_DEV_2606-Submitted-2720240601","TC5_DEV_2606-Submitted-27","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1921200.00","","961.00","0.00","961.00","0.00","0.00","0.00","0.00","961.00","0105556078229","01*****73","ปั*****27","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491794","","0105556078229","111307178740182","2024-07-11","",""
"167","005TC5_DEV_2606-Submitted-2820240601","TC5_DEV_2606-Submitted-28","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","1998400.00","","1000.00","0.00","1000.00","0.00","0.00","0.00","0.00","1000.00","0105556078229","01*****73","ปั*****28","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491795","","0105556078229","111307178740182","2024-07-11","",""
"168","005TC5_DEV_2606-Submitted-2920240601","TC5_DEV_2606-Submitted-29","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2075600.00","","1038.00","0.00","1038.00","0.00","0.00","0.00","0.00","1038.00","0105556078229","01*****73","ปั*****29","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491796","","0105556078229","111307178740182","2024-07-11","",""
"169","005TC5_DEV_2606-Submitted-320240601","TC5_DEV_2606-Submitted-3","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","68400.00","","35.00","0.00","35.00","0.00","0.00","0.00","0.00","35.00","0105556078229","01*****73","ปั**","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491770","","0105556078229","111307178740182","2024-07-11","",""
"170","005TC5_DEV_2606-Submitted-3020240601","TC5_DEV_2606-Submitted-30","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2152800.00","","1077.00","0.00","1077.00","0.00","0.00","0.00","0.00","1077.00","0105556078229","01*****73","ปั*****30","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491797","","0105556078229","111307178740182","2024-07-11","",""
"171","005TC5_DEV_2606-Submitted-3120240601","TC5_DEV_2606-Submitted-31","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2230000.00","","1115.00","0.00","1115.00","0.00","0.00","0.00","0.00","1115.00","0105556078229","01*****73","ปั*****31","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491798","","0105556078229","111307178740182","2024-07-11","",""
"172","005TC5_DEV_2606-Submitted-3220240601","TC5_DEV_2606-Submitted-32","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2307200.00","","1154.00","0.00","1154.00","0.00","0.00","0.00","0.00","1154.00","0105556078229","01*****73","ปั*****32","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491799","","0105556078229","111307178740182","2024-07-11","",""
"173","005TC5_DEV_2606-Submitted-3320240601","TC5_DEV_2606-Submitted-33","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2384400.00","","1193.00","0.00","1193.00","0.00","0.00","0.00","0.00","1193.00","0105556078229","01*****73","ปั*****33","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491800","","0105556078229","111307178740182","2024-07-11","",""
"174","005TC5_DEV_2606-Submitted-3420240601","TC5_DEV_2606-Submitted-34","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2461600.00","","1231.00","0.00","1231.00","0.00","0.00","0.00","0.00","1231.00","0105556078229","01*****73","ปั*****34","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491801","","0105556078229","111307178740182","2024-07-11","",""
"175","005TC5_DEV_2606-Submitted-3520240601","TC5_DEV_2606-Submitted-35","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2538800.00","","1270.00","0.00","1270.00","0.00","0.00","0.00","0.00","1270.00","0105556078229","01*****73","ปั*****35","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491802","","0105556078229","111307178740182","2024-07-11","",""
"176","005TC5_DEV_2606-Submitted-3620240601","TC5_DEV_2606-Submitted-36","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2616000.00","","1308.00","0.00","1308.00","0.00","0.00","0.00","0.00","1308.00","0105556078229","01*****73","ปั*****36","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491803","","0105556078229","111307178740182","2024-07-11","",""
"177","005TC5_DEV_2606-Submitted-3720240601","TC5_DEV_2606-Submitted-37","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2693200.00","","1347.00","0.00","1347.00","0.00","0.00","0.00","0.00","1347.00","0105556078229","01*****73","ปั*****37","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491804","","0105556078229","111307178740182","2024-07-11","",""
"178","005TC5_DEV_2606-Submitted-3820240601","TC5_DEV_2606-Submitted-38","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2770400.00","","1386.00","0.00","1386.00","0.00","0.00","0.00","0.00","1386.00","0105556078229","01*****73","ปั*****38","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491805","","0105556078229","111307178740182","2024-07-11","",""
"179","005TC5_DEV_2606-Submitted-3920240601","TC5_DEV_2606-Submitted-39","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2847600.00","","1424.00","0.00","1424.00","0.00","0.00","0.00","0.00","1424.00","0105556078229","01*****73","ปั*****39","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491806","","0105556078229","111307178740182","2024-07-11","",""
"180","005TC5_DEV_2606-Submitted-420240601","TC5_DEV_2606-Submitted-4","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","145600.00","","73.00","0.00","73.00","0.00","0.00","0.00","0.00","73.00","0105556078229","01*****73","ปั**","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491771","","0105556078229","111307178740182","2024-07-11","",""
"181","005TC5_DEV_2606-Submitted-4020240601","TC5_DEV_2606-Submitted-40","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","2924800.00","","1463.00","0.00","1463.00","0.00","0.00","0.00","0.00","1463.00","0105556078229","01*****73","ปั*****40","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491807","","0105556078229","111307178740182","2024-07-11","",""
"182","005TC5_DEV_2606-Submitted-4120240601","TC5_DEV_2606-Submitted-41","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3002000.00","","1501.00","0.00","1501.00","0.00","0.00","0.00","0.00","1501.00","0105556078229","01*****73","ปั*****41","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491808","","0105556078229","111307178740182","2024-07-11","",""
"183","005TC5_DEV_2606-Submitted-4220240601","TC5_DEV_2606-Submitted-42","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3079200.00","","1540.00","0.00","1540.00","0.00","0.00","0.00","0.00","1540.00","0105556078229","01*****73","ปั*****42","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491809","","0105556078229","111307178740182","2024-07-11","",""
"184","005TC5_DEV_2606-Submitted-4320240601","TC5_DEV_2606-Submitted-43","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3156400.00","","1579.00","0.00","1579.00","0.00","0.00","0.00","0.00","1579.00","0105556078229","01*****73","ปั*****43","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491810","","0105556078229","111307178740182","2024-07-11","",""
"185","005TC5_DEV_2606-Submitted-4420240601","TC5_DEV_2606-Submitted-44","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3233600.00","","1617.00","0.00","1617.00","0.00","0.00","0.00","0.00","1617.00","0105556078229","01*****73","ปั*****44","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491811","","0105556078229","111307178740182","2024-07-11","",""
"186","005TC5_DEV_2606-Submitted-4520240601","TC5_DEV_2606-Submitted-45","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3310800.00","","1656.00","0.00","1656.00","0.00","0.00","0.00","0.00","1656.00","0105556078229","01*****73","ปั*****45","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491812","","0105556078229","111307178740182","2024-07-11","",""
"187","005TC5_DEV_2606-Submitted-4620240601","TC5_DEV_2606-Submitted-46","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3388000.00","","1694.00","0.00","1694.00","0.00","0.00","0.00","0.00","1694.00","0105556078229","01*****73","ปั*****46","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491813","","0105556078229","111307178740182","2024-07-11","",""
"188","005TC5_DEV_2606-Submitted-4720240601","TC5_DEV_2606-Submitted-47","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3465200.00","","1733.00","0.00","1733.00","0.00","0.00","0.00","0.00","1733.00","0105556078229","01*****73","ปั*****47","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491814","","0105556078229","111307178740182","2024-07-11","",""
"189","005TC5_DEV_2606-Submitted-4820240601","TC5_DEV_2606-Submitted-48","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3542400.00","","1772.00","0.00","1772.00","0.00","0.00","0.00","0.00","1772.00","0105556078229","01*****73","ปั*****48","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491815","","0105556078229","111307178740182","2024-07-11","",""
"190","005TC5_DEV_2606-Submitted-4920240601","TC5_DEV_2606-Submitted-49","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3619600.00","","1810.00","0.00","1810.00","0.00","0.00","0.00","0.00","1810.00","0105556078229","01*****73","ปั*****49","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491816","","0105556078229","111307178740182","2024-07-11","",""
"191","005TC5_DEV_2606-Submitted-520240601","TC5_DEV_2606-Submitted-5","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","222800.00","","112.00","0.00","112.00","0.00","0.00","0.00","0.00","112.00","0105556078229","01*****73","ปั**","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491772","","0105556078229","111307178740182","2024-07-11","",""
"192","005TC5_DEV_2606-Submitted-5020240601","TC5_DEV_2606-Submitted-50","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3696800.00","","1849.00","0.00","1849.00","0.00","0.00","0.00","0.00","1849.00","0105556078229","01*****73","ปั*****50","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491817","","0105556078229","111307178740182","2024-07-11","",""
"193","005TC5_DEV_2606-Submitted-5120240601","TC5_DEV_2606-Submitted-51","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3774000.00","","1887.00","0.00","1887.00","0.00","0.00","0.00","0.00","1887.00","0105556078229","01*****73","ปั*****51","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491818","","0105556078229","111307178740182","2024-07-11","",""
"194","005TC5_DEV_2606-Submitted-5220240601","TC5_DEV_2606-Submitted-52","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3851200.00","","1926.00","0.00","1926.00","0.00","0.00","0.00","0.00","1926.00","0105556078229","01*****73","ปั*****52","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491819","","0105556078229","111307178740182","2024-07-11","",""
"195","005TC5_DEV_2606-Submitted-5320240601","TC5_DEV_2606-Submitted-53","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","3928400.00","","1965.00","0.00","1965.00","0.00","0.00","0.00","0.00","1965.00","0105556078229","01*****73","ปั*****53","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491820","","0105556078229","111307178740182","2024-07-11","",""
"196","005TC5_DEV_2606-Submitted-5420240601","TC5_DEV_2606-Submitted-54","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","4005600.00","","2003.00","0.00","2003.00","0.00","0.00","0.00","0.00","2003.00","0105556078229","01*****73","ปั*****54","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491821","","0105556078229","111307178740182","2024-07-11","",""
"197","005TC5_DEV_2606-Submitted-620240601","TC5_DEV_2606-Submitted-6","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","300000.00","","150.00","0.00","150.00","0.00","0.00","0.00","0.00","150.00","0105556078229","01*****73","ปั**","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491773","","0105556078229","111307178740182","2024-07-11","",""
"198","005TC5_DEV_2606-Submitted-720240601","TC5_DEV_2606-Submitted-7","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","377200.00","","189.00","0.00","189.00","0.00","0.00","0.00","0.00","189.00","0105556078229","01*****73","ปั**","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491774","","0105556078229","111307178740182","2024-07-11","",""
"199","005TC5_DEV_2606-Submitted-820240601","TC5_DEV_2606-Submitted-8","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","454400.00","","228.00","0.00","228.00","0.00","0.00","0.00","0.00","228.00","0105556078229","01*****73","ปั**","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491775","","0105556078229","111307178740182","2024-07-11","",""
"200","005TC5_DEV_2606-Submitted-920240601","TC5_DEV_2606-Submitted-9","2024-06-26","Payment","E","5","","","","ยื่นปกติ","0","0","0","","","","0.00","531600.00","","266.00","0.00","266.00","0.00","0.00","0.00","0.00","266.00","0105556078229","01*****73","ปั**","","มิ*****ร์","","22,23","","94**","","","","พระราม4","วังใหม่","ปทุมวัน","กรุงเทพมหานคร","10330","TH","","","new_entry","2024-07-01","2024-06-26","","24903","P090003491776","","0105556078229","111307178740182","2024-07-11","",""
